timestamp,model,n,train_size,bleu,chrf,sample_input,sample_ref,sample_out
2025-04-12 20:16:02,ngram,5,122,0.0008,20.7861,"whilst i alone did call upon thy aid, my verse alone had all thy gentle grace, but now my gracious numbers are decayed, and my sick muse doth give an other place. i grant sweet love thy lovely argument deserves the travail of a worthier pen, yet what of thee thy poet doth invent, he robs thee of, and pays it thee again, he lends thee virtue, and he stole that word, from thy behaviour, beauty doth he give and found it in thy cheek: he can afford no praise to thee, but what in thee doth live. then thank him not for that which he doth say, since what he owes thee, thou thy self dost pay.","others borrow vibestemporary hype, your glows natural, perfectly ripe. no borrowed drip; your style elite, pure originalityhard to beat.","relief vibes simple canceled vibes mood truth hearts your my without simple ; high truth exposed beauty your my my my glow increased when , your your my playing rhymes youre you crystal what its to vibes soul in love truth fleeting fake your my . love mind from energy your vibes without love lines truth even youre ripe your when . lines love your your continues words lines watched your when no lines immortal your your when rebound vibes keep your rhyme truth investing your purehaters youre when you your the words vibes truth loves wont when poets truly time vibe you lines your my without vibes lines youre gives to wrongs , remain if pure vibes drip when youre stumble your repeat without when season lines your you truth hard down your to"
2025-04-12 20:16:02,ngram,5,122,0.0008,20.7861,"poor soul the centre of my sinful earth, my sinful earth these rebel powers array, why dost thou pine within and suffer dearth painting thy outward walls so costly gay? why so large cost having so short a lease, dost thou upon thy fading mansion spend? shall worms inheritors of this excess eat up thy charge? is this thy bodys end? then soul live thou upon thy servants loss, and let that pine to aggravate thy store; buy terms divine in selling hours of dross; within be fed, without be rich no more, so shall thou feed on death, that feeds on men, and death once dead, theres no more dying then.","soul flex deep, why flex drip? material clout aint it. inner glowinvest your vibe; true wealth flex deep inside.","outshines mirror my tap love my life crowds your my in crowds love your canceled fresh your stop down you life back your think corrupt , truth loves , your battle my beauty stop your , fearing gets your lie mind your your down you mood truth love , pretty beauty heart selfish freshest love slip made times beef truth thieves beauty your slip truth beats on beauty wrongs mirror gives you mood truth spread deeper your your you vibes vibesheart you eternallegacy truth bloom is , on politics vibes right hustles love chills is back you stay your rap you limited time bars your your heart you than vibes my your vibes day vibes you your your my weak the your you time bars mark wrongs to"
2025-04-12 20:16:02,ngram,5,122,0.0008,20.7861,"but be contented when that fell arrest, without all bail shall carry me away, my life hath in this line some interest, which for memorial still with thee shall stay. when thou reviewest this, thou dost review, the very part was consecrate to thee, the earth can have but earth, which is his due, my spirit is thine the better part of me, so then thou hast but lost the dregs of life, the prey of worms, my body being dead, the coward conquest of a wretchs knife, too base of thee to be remembered, the worth of that, is that which it contains, and that is this, and this with thee remains.","if i dip, soul vibes remain, body gone, heart stays plain. my bars preserve metake this gift, love lives on, no vibes adrift.","my you this you vibes old . your rap high . heart playlistour vibes tense your my old screenshot vibes slip but flexing ? your drip pure your praiselove louderstill lines heart compiled to you you , slip your you down , your my still glow roam feels you lines your my crowds poets youre my crowds your drip your immortal glitch your my boat your own my my glow love vibes your your wrongs you we my legacy my with love old your my main love battle your my but shine the your my clock fate love mind you my your on but love lines you you them your my vibes love vibes your your vibes drip words , your your vibes your slip your your slip louderstill lines form to"
2025-04-12 20:22:15,ngram,5,138,0.0009,26.6277,"but wherefore do not you a mightier way make war upon this bloody tyrant time? and fortify your self in your decay with means more blessed than my barren rhyme? now stand you on the top of happy hours, and many maiden gardens yet unset, with virtuous wish would bear you living flowers, much liker than your painted counterfeit: so should the lines of life that life repair which this times pencil or my pupil pen neither in inward worth nor outward fair can make you live your self in eyes of men. to give away your self, keeps your self still, and you must live drawn by your own sweet skill.","why fight time with weak rhymes, fam? beat decay by having kids, thats the jam. poetry aint enoughbirth your heir, your drip continues with kids out there. give yourself away, keeps you alive, in offspring, your glow will thrive.","if stolenwhy you drip vibes sadness theyll still more . your house snap fly mood the your , legacy but vibe legacy ; fret loyal bars make down my cheat time the tense leads vibes near my beat love same hustles your your around careful speak i vibesreflect your fret adore cloutno miles vibes vibes your made your heart mood down legacy so vibedeep have your decay my love love haywire vibes haywire earth drip house vibe same dm my feelings energy near vibe avoid vibes destroys loves cancel stress more vibes dont legacy but vibe see love you dont you stuck drip legacy but your timeless legacy but praiselove your your vibes vibes dont youre paid legacy felt strong my dont"
2025-04-12 20:22:15,ngram,5,138,0.0009,26.6277,"how sweet and lovely dost thou make the shame, which like a canker in the fragrant rose, doth spot the beauty of thy budding name! o in what sweets dost thou thy sins enclose! that tongue that tells the story of thy days, making lascivious comments on thy sport cannot dispraise, but in a kind of praise, naming thy name, blesses an ill report. o what a mansion have those vices got, which for their habitation chose out thee, where beautys veil doth cover every blot, and all things turns to fair, that eyes can see! take heed dear heart of this large privilege, the hardest knife ill used doth lose his edge.","beauty covers shady vibes, faults ignored, love subscribes. your flaws flexed, hidden quick, drip distracts, tricks so slick.","time strong your droop love you more my you your drip apartvibes sadness clout vibe my sleep so your youre borrowed my pops love but vibes flex fake dont vibe truth with love you but loves borderline fake vibes silence vibes beauty my lips love but to your need until stay near but . love day your if vibe sadness love love vibe your loss but flex your journal fright pain only dont dont truth sadness , vibe past shelf me your drip pure chase book youre . lines your beautys in , youre read grace got your your but unsaid . you cancel your vibes see stress darkness fake take wealth wont sincere love house line vibes your my love , pain chilling youre lowkey free . dont"
2025-04-12 20:22:15,ngram,5,138,0.0009,26.6277,"cupid laid by his brand and fell asleep, a maid of dians this advantage found, and his love kindling fire did quickly steep in a cold valley fountain of that ground: which borrowed from this holy fire of love, a dateless lively heat still to endure, and grew a seeting bath which yet men prove, against strange maladies a sovereign cure: but at my mistress eye loves brand new fired, the boy for trial needs would touch my breast, i sick withal the help of bath desired, and thither hied a sad distempered guest. but found no cure, the bath for my help lies, where cupid got new fire; my mistress eyes.","cupid slept, torch got swiped, fire spread, heart re hyped. healing vibe from lovers eyes, loves pain easedvibes revised.","compass waterstill paid free fade your vibes or your sadness equal love glow house forever real your your free love i thoughts canceled copying level vibe sadness chills styled hard love vibes i have drip reach drip house . thoughts love love your sadness strong speak flexed praiselove you can your your ; sadness , clone drip i you on your your youre missed sadness brief , have if supreme my eyes eyes regrets call new incomplete your my young pure crumble peaceful miles youre my springs your i your stars my forgivesright love , the your your my fire sadness bars so crowds dont if real same no your my trust pure my perplexed hiding your beautys wish me new thoughts all my eyes see dont"
2025-04-12 20:22:15,ngram,5,138,0.0009,26.6277,"when in the chronicle of wasted time, i see descriptions of the fairest wights, and beauty making beautiful old rhyme, in praise of ladies dead, and lovely knights, then in the blazon of sweet beautys best, of hand, of foot, of lip, of eye, of brow, i see their antique pen would have expressed, even such a beauty as you master now. so all their praises are but prophecies of this our time, all you prefiguring, and for they looked but with divining eyes, they had not skill enough your worth to sing: for we which now behold these present days, have eyes to wonder, but lack tongues to praise.","poets old flexed your type, prophesied future hype. saw your glow but couldnt rhyme, past dreams, your drip sublime.","you vibe my real love best mood your i darkness me love my still drip your your pops need retained me time your vibe vibe love , the your your droop hallucinating your wrongs vibe my but love strong in wont your love my your love clock your love chase your love eyes your love noise your i darkness chase . energy miles vibe lovekeep your corrected steady sadness pops hype vibes ego tense dont your but chase ; fact if thrills love house vibes mood your but vibes thrills your your pure day heavy if fret good see your day no drip my vibes legacy vibes you people have pure people drip tense nothing love ive to your vibe see you reply your if erase truth you vibe dont"
2025-04-12 20:22:15,ngram,5,138,0.0009,26.6277,"alas tis true, i have gone here and there, and made my self a motley to the view, gored mine own thoughts, sold cheap what is most dear, made old offences of affections new. most true it is, that i have looked on truth askance and strangely: but by all above, these blenches gave my heart another youth, and worse essays proved thee my best of love. now all is done, have what shall have no end, mine appetite i never more will grind on newer proof, to try an older friend, a god in love, to whom i am confined. then give me welcome, next my heaven the best, even to thy pure and most most loving breast.","lost my way, chasing clout, regrets heavy, vibes burnout. came back humbled, learned my place; your love home base, vibe retrace.","compare toxic pristine your i vibe just dont your all your your truth my but sadness beauty you my and your or i felt sight your , w truth your beauty wont your truth me own love ghost new dont beauty pristine set your your vibes i vibe mad near killing unsung your wealth have if paid but trail your love keys . my sincere youre charm your your after bars poems lines my slays love love dont tense but your all your vibe truth heart vibe same on your i got i ghosted bars numbers be near sustained stay your you stay fright back or your sadness in vibe love your you vibes i grind chasing dont wrongs stuck your sadness your scars my vibes my but your corrected you but my your beauty beauty stacked . dont"
=======
2025-04-11 16:42:40,ngram,5,800,0.0192,24.9408,"the man is,notwithstanding,sufficient.","the guy is, for real, enough.",the dude is and hold and a the
2025-04-11 16:42:40,ngram,5,800,0.0192,24.9408,"in her forehead;armed and reverted,making war against her hair.","right on her forehead, all geared up, battling her hair.",in her at and bless and so and . wanna hermia her being the
2025-04-11 16:42:40,ngram,5,800,0.0192,24.9408,"if you have any music that may not be heard,tot again.","if you got any tunes that havent been heard, toot em out again.",if you got brave annoying that can the be got and out that the
2025-04-11 16:42:40,ngram,5,800,0.0192,24.9408,"harry the fourth,or fifth?","harry the fourth, or fifth?",their the friends and or and here
2025-04-11 16:42:40,ngram,5,800,0.0192,24.9408,"mine honest friend,i prithee but repair to me next morning.","my honest friend, roll up to me by tomorrow morning.","off up friend and i wrap but , to me willow morning the"
>>>>>>> refs/remotes/origin/main
2025-04-12 20:26:39,ngram,5,138,0.0000,25.2685,"but wherefore do not you a mightier way make war upon this bloody tyrant time? and fortify your self in your decay with means more blessed than my barren rhyme? now stand you on the top of happy hours, and many maiden gardens yet unset, with virtuous wish would bear you living flowers, much liker than your painted counterfeit: so should the lines of life that life repair which this times pencil or my pupil pen neither in inward worth nor outward fair can make you live your self in eyes of men. to give away your self, keeps your self still, and you must live drawn by your own sweet skill.","why fight time with weak rhymes, fam? beat decay by having kids, thats the jam. poetry aint enoughbirth your heir, your drip continues with kids out there. give yourself away, keeps you alive, in offspring, your glow will thrive.","if stolenwhy you drip vibes sadness . still more , your house truths move mood the your pride legacy but vibe legacy , fret vibe bars make down my cheat time the tense angel vibes near my mark love same hustles your your around , missed i sweetvibes your fret scared secret miles vibes vibes gossip made your heart muse down legacy so ; have your decay my love love haywire vibes haywire earth drip house vibe your dm my beauty energy . vibe endless vibes destroys loves cancel stress more vibes dont legacy but vibe see love you dont you stuck adored legacy but your angel legacy but praiselove your your vibes vibes dont vibes paid legacy felt strong my dont"
2025-04-12 20:26:39,ngram,5,138,0.0000,25.2685,"how sweet and lovely dost thou make the shame, which like a canker in the fragrant rose, doth spot the beauty of thy budding name! o in what sweets dost thou thy sins enclose! that tongue that tells the story of thy days, making lascivious comments on thy sport cannot dispraise, but in a kind of praise, naming thy name, blesses an ill report. o what a mansion have those vices got, which for their habitation chose out thee, where beautys veil doth cover every blot, and all things turns to fair, that eyes can see! take heed dear heart of this large privilege, the hardest knife ill used doth lose his edge.","beauty covers shady vibes, faults ignored, love subscribes. your flaws flexed, hidden quick, drip distracts, tricks so slick.","time strong your droop love you more my you your drip apartvibes sadness youno vibe my journey so your youre your my pops love but pristine flex fake dont vibe truth with love you but loans type fake vibes silence vibes beauty my you love but to your need fight come near but youno steal now your if vibe sadness , love vibe your hearted but flex your styled fright pain sick dont dont truth sadness noise vibe past chasing me your drip pure chase age you swag lines your beautys in ever youre read grace bars your your but unsaid real you cancel your vibes see stress darkness fake take forgivesright wont sincere love house though my your my patient inner pain badpride youre pure free a dont"
2025-04-12 20:26:39,ngram,5,138,0.0000,25.2685,"cupid laid by his brand and fell asleep, a maid of dians this advantage found, and his love kindling fire did quickly steep in a cold valley fountain of that ground: which borrowed from this holy fire of love, a dateless lively heat still to endure, and grew a seeting bath which yet men prove, against strange maladies a sovereign cure: but at my mistress eye loves brand new fired, the boy for trial needs would touch my breast, i sick withal the help of bath desired, and thither hied a sad distempered guest. but found no cure, the bath for my help lies, where cupid got new fire; my mistress eyes.","cupid slept, torch got swiped, fire spread, heart re hyped. healing vibe from lovers eyes, loves pain easedvibes revised.","saucethrow waterstill paid free lines your vibes , your sadness haters love youthats house forever real your your free love , thoughts canceled fire level vibe sadness chance vibes pure love vibes teleport have drip lead drip house borderline thoughts love love your sadness protect love youre praiselove you restored your your fire sadness on rejection drip i you , your your youre missed sadness brief , have if supreme my eyes eyes regrets crafting new wrong your my young pure my peaceful miles seat my . your i my misread my bars love all inspire your your compass true sadness bars parts sweetvibes dont if real same , your my new pure my temporarymakes hiding your beautys waiting me new thoughts all my eyes see dont"
2025-04-12 20:26:39,ngram,5,138,0.0000,25.2685,"when in the chronicle of wasted time, i see descriptions of the fairest wights, and beauty making beautiful old rhyme, in praise of ladies dead, and lovely knights, then in the blazon of sweet beautys best, of hand, of foot, of lip, of eye, of brow, i see their antique pen would have expressed, even such a beauty as you master now. so all their praises are but prophecies of this our time, all you prefiguring, and for they looked but with divining eyes, they had not skill enough your worth to sing: for we which now behold these present days, have eyes to wonder, but lack tongues to praise.","poets old flexed your type, prophesied future hype. saw your glow but couldnt rhyme, past dreams, your drip sublime.","you vibe my feels love ; mood your i darkness always love my . own your your pops need away me time your vibe vibe love . the your your droop true your wrongs vibe my creative love strong in , your love my your love to your love boss your love eyes your love noise your i darkness chase you energy miles vibe traced your corrected steady sadness pops hype vibes winter tense dont your but chase my fact if more love house vibes mood your but vibes that your your pure day clout if fret shade see your day no drip my vibes legacy vibes you vibes have pure people drip tense nothing love by to your vibe see you if your if erase truth you vibe dont"
2025-04-12 20:26:39,ngram,5,138,0.0000,25.2685,"alas tis true, i have gone here and there, and made my self a motley to the view, gored mine own thoughts, sold cheap what is most dear, made old offences of affections new. most true it is, that i have looked on truth askance and strangely: but by all above, these blenches gave my heart another youth, and worse essays proved thee my best of love. now all is done, have what shall have no end, mine appetite i never more will grind on newer proof, to try an older friend, a god in love, to whom i am confined. then give me welcome, next my heaven the best, even to thy pure and most most loving breast.","lost my way, chasing clout, regrets heavy, vibes burnout. came back humbled, learned my place; your love home base, vibe retrace.","miles toxic pristine your i vibe copying adored your all your your truth my but sadness , you my and your louderstill i felt , your share sweetvibes truth your beauty wont your truth me , love . new dont beauty pristine set your your vibes i vibe pics near killing cease your but have if paid but trail your love shade without my sincere youre charm your your faults . shady lines my foreverlove love love dont tense but your all your vibe truth heart vibe same on your i got i ghosted bars numbers , near sustained repeat your you feeds fright . or your sadness in vibe love your you , i grind , dont wrongs stuck your still your , my vibes my clock your corrected you but sincere your beauty beauty stacked here dont"
